record,year,month,season,weather,temp,tempfeel,humidity,windspeed,casual_users,registered_users,all_users
277,2012,Jan,winter,Clear,15.17,18.78105,69.25,12.875189,686,1608,2294
278,2012,Jan,winter,Clear,11.194763,12.615199999999998,38.130399999999995,22.087555,244,1707,1951
279,2012,Jan,winter,Clear,6.1499999999999995,6.31375,44.125,24.499957000000002,89,2147,2236
280,2012,Jan,winter,Mist,4.4075,5.96685,41.4583,12.3749,95,2273,2368
281,2012,Jan,winter,Clear,10.899153,13.9206,52.416700000000006,8.709128999999999,140,3132,3272
282,2012,Jan,winter,Clear,13.700847,17.01335,54.2083,11.249836,307,3791,4098
283,2012,Jan,winter,Clear,13.8375,17.012900000000002,46.5,12.833314,599,2826,3425
284,2012,Jan,winter,Mist,9.190847,12.37395,70.1667,6.6263000000000005,106,2270,2376
285,2012,Jan,winter,Clear,12.656536000000001,15.9413,64.65220000000001,12.565984,173,3425,3598
286,2012,Jan,winter,Mist,11.240847,14.14105,84.75,8.791807,92,2085,2177
287,2012,Jan,winter,Clear,11.240847,12.4681,50.74999999999999,25.333236,174,3040,3214
288,2012,Jan,winter,Clear,7.79,9.53315,52.25,15.500986000000001,217,2081,2298
289,2012,Jan,winter,Mist,15.294763,18.2139,71.6087,23.39171,127,2808,2935
290,2012,Jan,winter,Clear,12.436653000000002,13.7627,44.333299999999994,27.833743,109,3267,3376
291,2012,Jan,winter,Mist,8.9175,11.047899999999998,45,13.58425,115,3048,3163
292,2012,Jan,winter,Mist,7.106653,8.74375,83.125,14.917014,67,1234,1301
293,2012,Jan,winter,Clear,12.060847,14.74105,64.375,10.791756999999999,467,3803,4270
294,2012,Jan,winter,Mist,14.008347,17.8025,76.95830000000001,4.9175186,244,3831,4075
295,2012,Jan,winter,Mist,17.425,20.76915,74.125,22.958689,269,3187,3456
296,2012,Jan,winter,Clear,12.949152999999999,16.318949999999997,54.333299999999994,14.125542999999999,775,3248,4023
297,2012,Jan,winter,Clear,11.5825,13.63605,31.125000000000004,16.08335,558,2685,3243
298,2012,Jan,winter,Clear,11.035847,13.13125,40.0833,14.458064,126,3498,3624
299,2012,Jan,winter,Clear,15.99,19.06585,41.6667,17.541739,324,4185,4509
300,2012,Feb,winter,Clear,12.846652999999998,15.4673,52.6667,11.959232,310,3841,4151
301,2012,Feb,winter,Mist,10.830846999999999,13.63625,77.95830000000001,8.167032,384,2448,2832
302,2012,Feb,winter,Mist,10.899153,13.22605,68.7917,11.791732000000001,318,2629,2947
303,2012,Feb,winter,Clear,11.586969,14.8213,62.2174,10.304599999999999,206,3578,3784
304,2012,Feb,winter,Clear,14.520847,18.0552,49.625,9.874393000000001,199,4176,4375
305,2012,Feb,winter,Mist,10.523347,13.321050000000001,72.2917,8.959307,109,2693,2802
306,2012,Feb,winter,Clear,10.865,13.0994,56.2083,13.000478999999999,163,3667,3830
307,2012,Feb,winter,Mist,11.514153,14.6779,54,7.834243000000001,227,3604,3831
308,2012,Feb,winter,Clear,9.1225,11.39565,41.125,11.207961,94,3328,3422
309,2012,Feb,winter,Mist,13.085847,16.697300000000002,50.875,9.458993,135,3787,3922
310,2012,Feb,winter,Mist,12.983346999999998,16.5081,75.29169999999999,6.125475000000001,74,2931,3005
311,2012,Feb,winter,Clear,14.076653,17.58145,63.4583,13.791682,349,3805,4154
312,2012,Feb,winter,Clear,14.213347,17.77125,53.4583,12.792243,1435,2883,4318
313,2012,Feb,winter,Mist,11.48,13.2894,51.5833,16.958504,618,2071,2689
314,2012,Feb,winter,Clear,11.48,13.66955,50.7826,15.348561,502,2627,3129
315,2012,Feb,winter,Clear,11.800866000000001,14.755650000000001,59.434799999999996,13.783039,163,3614,3777
316,2012,Feb,winter,Clear,16.229153,19.63335,56.7917,15.709557,394,4379,4773
317,2012,Feb,winter,Mist,16.7075,20.54855,73.75,15.916989,246,3241,3487
318,2012,Feb,winter,Clear,11.924153,12.78375,39.5833,28.250014,317,2415,2732
319,2012,Feb,winter,Clear,15.033347000000001,17.8977,49.0833,17.958211000000002,253,4069,4322
320,2012,Feb,winter,Clear,14.725847,17.67625,39.5833,12.958939,229,4134,4363
321,2012,Feb,winter,Mist,14.118267999999999,17.4235,80.4783,12.000839,65,1769,1834
322,2012,Mar,winter,Mist,14.486653,17.9921,65.7083,9.708568,246,2948,3194
323,2012,Mar,winter,Clear,13.359153,15.15105,40.3333,22.416257,710,2713,3423
324,2012,Mar,winter,Clear,10.591652999999999,12.752099999999999,45.6667,13.458625,221,3735,3956
325,2012,Mar,winter,Clear,16.570847,19.255,51.3333,23.167193,432,4484,4916
326,2012,Mar,winter,Mist,16.844153,19.85415,40.708299999999994,27.7916,447,4122,4569
327,2012,Mar,winter,Clear,11.7875,13.888349999999999,35.0417,15.125250000000001,968,3150,4118
328,2012,Mar,winter,Clear,14.831299,17.9835,47.6957,14.913329000000001,1658,3253,4911
329,2012,Mar,winter,Clear,19.133347,22.9796,48.9167,13.916771,838,4460,5298
330,2012,Mar,winter,Clear,23.4725,27.43085,50.708299999999994,7.709154,997,5315,6312
331,2012,Mar,winter,Clear,22.857499999999998,26.64125,57.958299999999994,10.042161,1005,5187,6192
332,2012,Mar,winter,Mist,17.869153,21.81145,84.20830000000001,7.583864,548,3830,4378
333,2012,Mar,winter,Mist,21.080847000000002,25.252299999999998,75.5833,7.417168,3155,4681,7836
334,2012,Mar,winter,Mist,19.3725,23.200000000000003,81,8.501161,2207,3685,5892
335,2012,Mar,winter,Clear,22.345000000000002,26.64105,72.875,10.875238999999999,982,5171,6153
336,2012,Mar,winter,Clear,22.994153,26.926650000000002,80.7917,8.125157,1051,5042,6093
337,2012,Mar,spring,Mist,21.798347,25.6629,82.125,6.000406099999999,1122,5108,6230
338,2012,Mar,spring,Clear,22.720847,26.57835,83.125,7.876654,1334,5537,6871
339,2012,Mar,spring,Mist,24.668346999999997,28.50335,69.41669999999999,7.7921000000000005,2469,5893,8362
340,2012,Mar,spring,Mist,17.9375,21.874399999999998,88.0833,14.791924999999999,1532,3464,4996
341,2012,Mar,spring,Clear,18.279153,21.9375,47.7917,25.917007,795,4763,5558
342,2012,Mar,spring,Clear,13.256653,15.7827,28.999999999999996,12.541864,531,4571,5102
343,2012,Mar,spring,Clear,19.850847,23.5475,48.125,19.541957,674,5024,5698
344,2012,Mar,spring,Clear,20.260847000000002,24.1152,43.9167,21.41655,834,5299,6133
345,2012,Mar,spring,Mist,17.390847,21.0854,73.83330000000001,16.791338999999997,2301,3934,6235
346,2012,Apr,spring,Mist,17.459153,20.86435,67.625,11.541889,2347,3694,6041
347,2012,Apr,spring,Clear,17.790433,21.37565,50.4348,20.913313,1208,4728,5936
348,2012,Apr,spring,Clear,19.133347,23.07415,39.6667,6.708911,1348,5424,6772
349,2012,Apr,spring,Clear,22.208347,26.6725,46.958299999999994,12.125325,1058,5378,6436
350,2012,Apr,spring,Clear,16.536653,19.538349999999998,37.7083,20.125996,1807,4653,6460
351,2012,Apr,spring,Clear,17.9375,21.306449999999998,25.4167,18.416356999999998,3252,3605,6857
352,2012,Apr,spring,Clear,20.5,24.62125,27.5833,15.583931999999999,2230,2939,5169
353,2012,Apr,spring,Clear,20.055847,23.8319,31.75,23.999132,905,4680,5585
354,2012,Apr,spring,Clear,18.313347,21.81165,43.5,16.708125000000003,819,5099,5918
355,2012,Apr,spring,Clear,16.2975,19.3802,46.625,19.458743,663,4746,5409
356,2012,Apr,spring,Clear,20.294999999999998,24.3998,50.29169999999999,12.791439,2795,4665,7460
357,2012,Apr,spring,Clear,24.873347,28.69375,50.79169999999999,15.083643,2846,4286,7132
358,2012,Apr,spring,Clear,27.230846999999997,30.746250000000003,56.166700000000006,19.083543,1198,5172,6370
359,2012,Apr,spring,Clear,24.941653000000002,29.92435,39.0417,18.333143,989,5702,6691
360,2012,Apr,spring,Mist,18.996653,22.8519,56.9167,11.250104,347,4020,4367
361,2012,Apr,spring,Clear,20.431653,24.6523,61.25000000000001,4.417256399999999,846,5719,6565
362,2012,Apr,spring,Clear,21.593347,25.78875,69.4583,10.041357,1340,5950,7290
363,2012,Apr,spring,Clear,23.369999999999997,27.14605,68.2917,19.000328999999997,2541,4083,6624
364,2012,Apr,spring,Light Precip,16.263347,19.4752,83.54169999999999,23.084582,120,907,1027
365,2012,Apr,spring,Mist,19.030847,22.8848,56.99999999999999,11.499746,665,4907,5572
366,2012,May,spring,Mist,25.146653,28.85105,65.95830000000001,10.458432,653,5087,5740
367,2012,May,spring,Clear,23.130847,26.894800000000004,79.7083,9.249885999999998,667,5502,6169
368,2012,May,spring,Mist,22.96,26.862099999999998,76.83330000000001,8.957632,764,5657,6421
369,2012,May,spring,Mist,25.488346999999997,29.2304,75.66669999999999,10.250464,2496,4387,6883
370,2012,May,spring,Mist,23.848347,27.87355,68.58330000000001,19.833942999999998,738,4990,5728
371,2012,May,spring,Clear,20.739152999999998,24.58915,55.2083,21.042220999999998,1026,5546,6572
372,2012,May,spring,Clear,21.866653,26.04165,36.0417,15.874779,1319,5711,7030
373,2012,May,spring,Clear,23.130847,27.24085,48.0417,8.249911,2622,4807,7429
374,2012,May,spring,Clear,25.1125,29.2619,57.62500000000001,15.082839,2172,3946,6118
375,2012,May,spring,Mist,23.506653,27.495000000000005,78.95830000000001,14.250364,342,2501,2843
376,2012,May,spring,Mist,25.078346999999997,28.8202,79.45830000000001,9.875264,625,4490,5115
377,2012,May,spring,Clear,26.103347,29.798750000000002,69.7917,8.208304,991,6433,7424
378,2012,May,spring,Clear,24.326653,28.630650000000003,52,15.374825000000001,1242,6142,7384
379,2012,May,spring,Clear,23.130847,27.55605,52.33330000000001,9.166739,1521,6118,7639
380,2012,May,spring,Clear,24.599999999999998,28.345399999999998,45.625,5.626325,3410,4884,8294
381,2012,May,spring,Clear,25.454152999999998,29.19835,53.041700000000006,17.042589,2704,4425,7129
382,2012,May,spring,Mist,24.531653,28.283350000000002,81.125,15.624668,630,3729,4359
383,2012,May,spring,Mist,25.215,29.04125,76.5833,7.917189,819,5254,6073
384,2012,May,spring,Mist,25.488346999999997,29.230600000000003,77.45830000000001,6.834,766,4494,5260
385,2012,May,spring,Clear,27.880000000000003,31.37645,74.70830000000001,9.41685,1417,5317,6734
386,2012,May,spring,Clear,28.392500000000002,32.134800000000006,73.25,13.332464,2855,3681,6536
387,2012,May,spring,Clear,28.29,32.07125,69.7083,14.416457,3283,3308,6591
388,2012,May,spring,Clear,29.212500000000002,33.965,67.625,13.166907,2557,3486,6043
389,2012,May,spring,Clear,29.622500000000002,33.6496,68.45830000000001,19.7918,880,4863,5743
390,2012,May,spring,Mist,26.923347,30.55645,67,9.000043,745,6110,6855
391,2012,May,spring,Clear,27.880000000000003,31.566450000000003,49.2917,13.083693,1100,6238,7338
392,2012,Jun,spring,Mist,26.820847,30.3981,75.5417,15.916720999999999,533,3594,4127
393,2012,Jun,spring,Clear,23.916653,28.3144,54.9167,12.499654,2795,5325,8120
394,2012,Jun,spring,Clear,24.7025,28.75665,49.3333,12.333829,2494,5147,7641
395,2012,Jun,spring,Clear,24.497500000000002,28.91415,48.7083,19.083811,1071,5927,6998
396,2012,Jun,spring,Clear,22.720847,27.1146,61.12499999999999,5.167375,1027,6028,7055
397,2012,Jun,spring,Clear,24.7025,28.4721,56.7083,10.542449999999999,1038,6456,7494
398,2012,Jun,spring,Clear,26.615847000000002,29.8931,46.791700000000006,11.750661000000001,1488,6248,7736
399,2012,Jun,spring,Clear,29.144153000000003,32.418350000000004,43.7083,9.667229,2708,4790,7498
400,2012,Jun,spring,Clear,29.793346999999997,33.175850000000004,53.833299999999994,8.959307,2224,4374,6598
401,2012,Jun,spring,Mist,29.554153,32.98605,58.791700000000006,13.916771,1017,5647,6664
402,2012,Jun,spring,Mist,26.786653,29.89375,83.3333,14.374581999999998,477,4495,4972
403,2012,Jun,spring,Clear,26.889153,30.55585,58.2083,22.999693,1173,6248,7421
404,2012,Jun,spring,Clear,26.581653000000003,31.219150000000003,56.958299999999994,17.000111,1180,6183,7363
405,2012,Jun,spring,Clear,26.205847000000002,29.9877,58.958299999999994,11.833339,1563,6102,7665
406,2012,Jun,spring,Clear,25.898346999999998,29.735400000000002,50.416700000000006,11.166689,2963,4739,7702
407,2012,Jun,spring,Clear,24.2925,28.59875,59.875,9.708568,2634,4344,6978
408,2012,Jun,spring,Clear,28.221653,32.7346,69,9.917139,968,5857,6825
409,2012,Jun,summer,Clear,33.039153,37.6271,56.7917,7.958729,778,5127,5905
410,2012,Jun,summer,Clear,31.877499999999998,36.20605,57.375,12.250414000000001,964,4859,5823
411,2012,Jun,summer,Clear,29.998347,32.6396,53.4583,12.041307,2657,4801,7458
412,2012,Jun,summer,Clear,30.476653000000002,33.7127,47.9167,9.750174999999999,2551,4340,6891
413,2012,Jun,summer,Clear,29.349153,32.7021,50.416700000000006,20.125661,1139,5640,6779
414,2012,Jun,summer,Clear,25.864152999999998,29.7352,37.3333,23.292014000000002,1077,6365,7442
415,2012,Jun,summer,Clear,28.5975,32.0396,36,18.208925,1077,6258,7335
416,2012,Jul,summer,Clear,33.449153,37.53145,51.87500000000001,11.291443000000001,1421,4110,5531
417,2012,Jul,summer,Clear,32.048347,35.1019,44.7083,13.082889,904,5323,6227
418,2012,Jul,summer,Clear,32.014153,35.1325,49.2083,8.457878999999998,1052,5608,6660
419,2012,Jul,summer,Clear,32.355847,36.61685,53.87499999999999,9.041649999999999,2562,4841,7403
420,2012,Jul,summer,Clear,33.9275,38.06835,45.7917,12.999943,1405,4836,6241
421,2012,Jul,summer,Clear,33.961653,37.62665,45.0833,9.791514,1366,4841,6207
422,2012,Jul,summer,Clear,35.328347,40.24565,49.2083,10.958118,1448,3392,4840
423,2012,Jul,summer,Clear,33.722500000000004,39.5198,57.375,8.417143,1203,3469,4672
424,2012,Jul,summer,Mist,29.144153000000003,32.7027,68.3333,12.125325,998,5571,6569
425,2012,Jul,summer,Mist,29.554153,33.2398,66.75,10.166379000000001,954,5336,6290
426,2012,Jul,summer,Mist,29.998347,33.39665,48.5833,5.41695,1511,5988,7499
427,2012,Jul,summer,Mist,28.836653,33.3021,69.91669999999999,9.626493,2355,4614,6969
428,2012,Jul,summer,Clear,30.579152999999998,35.259800000000006,71.7917,11.166689,1920,4111,6031
429,2012,Jul,summer,Clear,31.296653000000003,36.206250000000004,64.5,11.000529,1088,5742,6830
430,2012,Jul,summer,Clear,33.551653,37.78415,50.583299999999994,7.666743,921,5865,6786
431,2012,Jul,summer,Clear,32.526652999999996,37.27915,57.7083,9.208614,799,4914,5713
432,2012,Jul,summer,Clear,31.57,35.7321,60.0417,11.083743,888,5703,6591
433,2012,Jul,summer,Mist,27.299153,30.65125,84.4167,14.000789000000001,747,5123,5870
434,2012,Jul,summer,Light Precip,24.429153,27.495599999999996,86.5417,14.2911,1264,3195,4459
435,2012,Jul,summer,Mist,27.3675,31.156250000000004,76.25,6.2926936,2544,4866,7410
436,2012,Jul,summer,Clear,30.408347,34.50085,69.41669999999999,9.291761,1135,5831,6966
437,2012,Jul,summer,Clear,32.048347,36.71085,59.458299999999994,10.250464,1259,5645,6904
438,2012,Jul,summer,Clear,30.989152999999998,34.8802,61.3333,10.542449999999999,2234,4451,6685
439,2012,Jul,summer,Clear,29.588347,33.39665,62.375,11.416532,2153,4444,6597
440,2012,Jul,summer,Clear,29.964153,34.24935,66.875,10.292339,1040,6065,7105
441,2012,Aug,summer,Clear,29.4175,33.3654,67.75,9.458993,1074,6506,7580
442,2012,Aug,summer,Clear,30.8525,35.354400000000005,65.95830000000001,8.666718,983,6278,7261
443,2012,Aug,summer,Mist,31.399153,36.143350000000005,64.25,14.458064,1328,5847,7175
444,2012,Aug,summer,Clear,32.526652999999996,37.56335,61.3333,17.249686,2345,4479,6824
445,2012,Aug,summer,Mist,30.8525,35.5123,65.4167,8.666718,1233,5780,7013
446,2012,Aug,summer,Mist,30.169152999999998,34.88105,70.375,7.8328359999999995,1278,5995,7273
447,2012,Aug,summer,Mist,30.75,35.385850000000005,67.29169999999999,7.4169,1263,6271,7534
448,2012,Aug,summer,Clear,30.989152999999998,34.9754,62.0417,10.458699999999999,1196,6090,7286
449,2012,Aug,summer,Mist,29.349153,33.3971,71.58330000000001,16.000471,1065,4721,5786
450,2012,Aug,summer,Mist,28.392500000000002,31.91335,73.2917,13.834093,2247,4052,6299
451,2012,Aug,summer,Clear,29.554153,33.112700000000004,54.541700000000006,9.126204,1207,5676,6883
452,2012,Aug,summer,Clear,29.793346999999997,33.838950000000004,68.6667,11.333586,1128,5656,6784
453,2012,Aug,summer,Clear,29.485847,32.7344,51.916700000000006,9.500332,1338,6267,7605
454,2012,Aug,summer,Clear,29.656653,12.120000000000001,57.0833,15.500718000000001,1483,5665,7148
455,2012,Aug,summer,Clear,27.811653,30.903550000000003,60.3333,11.917089,2827,5038,7865
456,2012,Aug,summer,Mist,26.069153,30.1777,71.1667,5.79215,1208,3341,4549
457,2012,Aug,summer,Mist,26.069153,29.798350000000003,73.4167,8.708593,1026,5504,6530
458,2012,Aug,summer,Clear,26.615847000000002,30.051250000000003,67.375,4.8756436,1081,5925,7006
459,2012,Aug,summer,Clear,27.3675,31.0927,67.7083,4.708981100000001,1094,6281,7375
460,2012,Aug,summer,Clear,28.529153,31.8504,63.5833,5.6679186,1363,6402,7765
461,2012,Aug,summer,Mist,28.802500000000002,32.355000000000004,61.5,4.8337686,1325,6257,7582
462,2012,Aug,summer,Mist,27.128347,30.934800000000003,71.2917,16.375336,1829,4224,6053
463,2012,Aug,summer,Clear,29.861653,33.3025,62,12.791975,935,6105,7040
464,2012,Aug,summer,Clear,28.085,31.786649999999998,55.2083,7.541653999999999,1177,6520,7697
465,2012,Aug,summer,Clear,28.973347,32.63895,59.0417,5.1668189,1172,6541,7713
466,2012,Aug,summer,Clear,31.330847000000002,34.47,58.75,11.291711,1433,5917,7350
467,2012,Sep,summer,Mist,30.886653000000003,35.1327,63.8333,7.5835289999999995,2352,3788,6140
468,2012,Sep,summer,Mist,28.563347,32.45,81.5,4.2927436,2613,3197,5810
469,2012,Sep,summer,Mist,28.563347,32.766450000000006,81.0417,9.542207,611,5592,6203
470,2012,Sep,summer,Clear,28.836653,32.8602,73.625,11.500282,1045,6459,7504
471,2012,Sep,summer,Mist,27.025847,30.556050000000003,79.91669999999999,18.833968000000002,1557,4419,5976
472,2012,Sep,summer,Clear,25.009999999999998,28.946250000000003,54.75,15.041232,2570,5657,8227
473,2012,Sep,summer,Clear,23.916653,28.2827,50.375,17.333771000000002,1118,6407,7525
474,2012,Sep,summer,Clear,23.677500000000002,27.7146,52,6.1676314,1070,6697,7767
475,2012,Sep,summer,Clear,24.565847,28.50375,57.7083,8.833682,1050,6820,7870
476,2012,Sep,summer,Clear,25.1125,28.9779,63.708299999999994,5.5422936,1054,6750,7804
477,2012,Sep,summer,Clear,24.941653000000002,29.29335,50.1667,16.583907,3160,5554,8714
478,2012,Sep,summer,Clear,23.779999999999998,28.15625,56.99999999999999,6.042281099999999,2166,5167,7333
479,2012,Sep,summer,Mist,23.814153,27.652500000000003,73.4583,10.166713999999999,1022,5847,6869
480,2012,Sep,summer,Mist,25.556653,28.253349999999998,87.25,23.958329,371,3702,4073
481,2012,Sep,summer,Clear,22.6525,27.0202,53.6667,14.416725,788,6803,7591
482,2012,Sep,summer,Clear,22.413347,26.6096,61.8333,7.917189,939,6781,7720
483,2012,Sep,summer,Clear,24.565847,28.59855,66.875,10.333343000000001,1250,6917,8167
484,2012,Sep,fall,Clear,21.080847000000002,25.12565,49.2917,9.541068000000001,1001,6435,7436
485,2012,Sep,fall,Clear,22.55,27.208949999999998,56.99999999999999,15.833507000000001,845,6693,7538
486,2012,Sep,fall,Clear,26.035,29.83065,63.083299999999994,16.3748,787,6946,7733
487,2012,Sep,fall,Clear,22.2425,26.5148,54.2917,15.249468,2589,5966,8555
488,2012,Sep,fall,Clear,21.593347,25.88315,58.3333,9.042186,2015,4874,6889
489,2012,Oct,fall,Mist,21.354153,25.6,64.9167,6.0838814,763,6015,6778
490,2012,Oct,fall,Light Precip,24.224153,27.116649999999996,87.16669999999999,6.9998249999999995,315,4324,4639
491,2012,Oct,fall,Mist,26.9575,30.398750000000003,72.2917,7.875582,891,6437,7328
492,2012,Oct,fall,Clear,25.215,29.00935,62.74999999999999,7.12545,1516,6640,8156
493,2012,Oct,fall,Clear,22.720847,26.92605,66.41669999999999,17.957675000000002,3031,4934,7965
494,2012,Oct,fall,Mist,17.049153,20.99065,70.8333,9.457854000000001,781,2729,3510
495,2012,Oct,fall,Mist,18.313347,21.9056,76.16669999999999,12.7501,601,5791,6392
496,2012,Oct,fall,Clear,21.080847000000002,25.1571,63.083299999999994,12.584007,780,6911,7691
497,2012,Oct,fall,Clear,17.835,21.55835,46.3333,12.166932000000001,834,6736,7570
498,2012,Oct,fall,Clear,17.9375,21.65355,53.91669999999999,15.751164,1060,6222,7282
499,2012,Oct,fall,Clear,16.126653,19.5698,49.4583,9.791514,2252,4857,7109
500,2012,Oct,fall,Clear,19.201653,23.042299999999997,55.833299999999994,12.208807,922,6612,7534
501,2012,Oct,fall,Clear,18.689153,22.5054,69.2917,6.791857,979,6482,7461
502,2012,Oct,fall,Mist,23.096653,26.894800000000004,81.5,9.041917999999999,753,4671,5424
503,2012,Oct,fall,Clear,19.850847,23.6421,57.2917,7.874979,2806,5284,8090
504,2012,Oct,fall,Clear,19.030847,22.82145,51,11.125618000000001,2132,4692,6824
505,2012,Oct,fall,Clear,19.9875,24.1471,56.833299999999994,5.4593811,830,6228,7058
506,2012,Oct,fall,Clear,24.087500000000002,27.93605,63.625,4.8762064,795,6898,7693
507,2012,Oct,fall,Mist,22.55,26.4844,80.0417,8.333125,875,6484,7359
508,2012,Oct,fall,Mist,22.379153000000002,26.137500000000003,80.7083,8.875289,1182,6262,7444
509,2012,Oct,fall,Light Precip,18.04,21.97,88,23.9994,2,20,22
510,2012,Oct,fall,Mist,13.045462,15.49545,82.5455,14.271603,87,1009,1096
511,2012,Oct,fall,Mist,14.657499999999999,18.055,66.6667,11.166689,419,5147,5566
512,2012,Nov,fall,Mist,14.999153000000002,18.4971,58.166700000000006,10.542182,466,5520,5986
513,2012,Nov,fall,Clear,14.555,17.802100000000003,52.208299999999994,17.833725,618,5229,5847
514,2012,Nov,fall,Mist,14.076653,16.1923,49.125,18.125443,1029,4109,5138
515,2012,Nov,fall,Clear,13.359153,16.4769,53.2917,12.000236,1201,3906,5107
516,2012,Nov,fall,Clear,13.085847,15.403749999999999,49.416700000000006,15.833775000000001,378,4881,5259
517,2012,Nov,fall,Clear,11.514153,14.07835,56.7083,11.625371,466,5220,5686
518,2012,Nov,fall,Mist,12.129153,13.73105,54.75,20.375236,326,4709,5035
519,2012,Nov,fall,Clear,14.439134,17.09455,33.3478,23.304945,340,4975,5315
520,2012,Nov,fall,Clear,14.828347,17.77065,54.0833,14.375386,709,5283,5992
521,2012,Nov,fall,Clear,15.955846999999999,19.696849999999998,64.5417,3.8756686,2090,4446,6536
522,2012,Nov,fall,Clear,19.884999999999998,23.76915,74.16669999999999,11.625639,1097,5172,6269
523,2012,Nov,fall,Mist,14.076653,16.16125,66.29169999999999,22.917082,327,3767,4094
524,2012,Nov,fall,Clear,11.855847,14.07815,55.2083,13.374875,373,5122,5495
525,2012,Nov,fall,Mist,13.188346999999998,16.2246,62.0417,10.250129000000001,320,5125,5445
526,2012,Nov,fall,Clear,14.145,17.3602,52.4583,11.458675000000001,484,5214,5698
527,2012,Nov,fall,Clear,13.325000000000001,16.31915,54.541700000000006,12.041843,1313,4316,5629
528,2012,Nov,fall,Clear,14.0425,16.8873,69.2917,15.250004,922,3747,4669
529,2012,Nov,fall,Mist,15.614152999999998,18.78105,62.3333,15.749489,449,5050,5499
530,2012,Nov,fall,Mist,11.958347,14.0779,78.6667,15.916654,123,3836,3959
531,2012,Nov,fall,Clear,12.163347,14.488100000000001,50.625,14.125007,198,5062,5260
532,2012,Nov,fall,Clear,12.231653000000001,16.193350000000002,64.95830000000001,3.9175436,362,5306,5668
533,2012,Dec,fall,Mist,12.231653000000001,15.8452,80.6667,4.0001814,951,4240,5191
534,2012,Dec,fall,Mist,14.247499999999999,17.9604,82.3333,8.333393000000001,892,3757,4649
535,2012,Dec,fall,Clear,18.552500000000002,22.7898,76.75,5.5422936,555,5679,6234
536,2012,Dec,fall,Clear,19.509153,23.4527,73.375,11.666643,551,6055,6606
537,2012,Dec,fall,Clear,10.489152999999998,12.9102,50.875,11.708518,340,5035,5375
538,2012,Dec,fall,Mist,13.154152999999999,16.097900000000003,76.4167,8.7502,349,4659,5008
539,2012,Dec,fall,Mist,17.869153,21.77875,92.5,12.750636,329,4841,5170
540,2012,Dec,fall,Mist,12.1975,14.8669,53.833299999999994,10.916779,310,5009,5319
541,2012,Dec,fall,Clear,16.844153,20.485400000000002,66.625,14.834067999999998,433,5124,5557
542,2012,Dec,fall,Clear,13.6325,17.1081,62.5417,12.334164000000001,333,4934,5267
543,2012,Dec,fall,Mist,13.530000000000001,16.760849999999998,66.79169999999999,8.875021,314,3814,4128
544,2012,Dec,winter,Clear,10.899153,11.80565,44.125,27.292182,205,1544,1749
545,2012,Dec,winter,Clear,10.079153,12.97355,51.5417,8.916561,408,1379,1787
546,2012,Dec,winter,Mist,9.483464,12.945,79.1304,5.1744368000000005,174,746,920
547,2012,Dec,winter,Light Precip,9.976652999999999,11.01665,82.3333,21.208582,9,432,441
548,2012,Dec,winter,Mist,10.420846999999998,11.3321,65.29169999999999,23.458911,247,1867,2114
549,2012,Dec,winter,Mist,10.386652999999999,12.7523,59,10.416557,644,2451,3095
550,2012,Dec,winter,Mist,10.386652999999999,12.120000000000001,75.29169999999999,8.333661,159,1182,1341
551,2012,Dec,winter,Mist,8.849153,11.17435,57.75,10.374682,439,2290,2729
